lp;data;city;shop;category;product;price;quantity
2086;2015-03-23;Rome;Khan Cabs;school equipment;sponge;4.0;35
2087;2015-11-10;Rome;Khan Cabs;school equipment;sponge;4.0;66
2088;2015-08-04;Berlin;Billingham Workshops;furniture;desk;149.99;2
2089;2016-06-01;London;Newbold Accountancy Services;furniture;desk;149.99;4
2090;2015-03-19;Cracow;Richards Textiles;furniture;desk;149.99;6
2091;2016-10-23;Barcelona;Rathbone Double Glazing;school equipment;sponge;4.0;313
2092;2017-04-17;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;7
2093;2015-07-10;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;40
2094;2015-08-15;Krakow;Grady Recycling;school equipment;chalk;5.0;318
2095;2016-01-25;London;Newbold Accountancy Services;school and office equipment;plasticine;2.99;233
2096;2016-12-08;Cracow;Grange Locksmiths;school and office equipment;pen;0.99;24
2097;2015-11-21;Berlin;On Top Workshops;school equipment;sponge;4.0;40
2098;2015-03-03;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;31
2099;2015-06-11;London;Newbold Accountancy Services;school and office equipment;punch;7.5;115
2100;2016-09-09;London;Ashton Electronics;furniture;desk;149.99;9
2101;2017-03-19;Berlin;Billingham Workshops;furniture;desk;149.99;1
2102;2016-01-12;Warszawa;North Point Services;school and office equipment;pen;1.49;380
2103;2015-11-20;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;13
2104;2015-05-18;Rome;Pearce Printing;school and office equipment;plasticine;2.99;63
2105;2016-04-05;Krakow;Grady Recycling;school and office equipment;pen;1.49;174
2106;2017-01-27;Krakow;Noakes Paper Products;furniture;desk;149.99;10
2107;2015-03-08;Berlin;Pringle Cycles;furniture;desk;149.99;8
2108;2015-06-18;London;Ashton Electronics;school equipment;sponge;4.0;227
2109;2017-02-10;London;Ashton Electronics;school equipment;sponge;4.0;145
2110;2017-04-04;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;4
2111;2015-01-28;Krakow;Jeffries Logistics;school and office equipment;punch;7.5;195
2112;2015-10-24;Rome;Pearce Printing;school and office equipment;pen;1.49;21
2113;2015-05-08;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;71
2114;2016-04-18;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;424
2115;2016-12-08;Rome;Pearce Printing;furniture;swivel chair;69.0;7
2116;2017-03-31;Paris;Wright Sporting Goods;furniture;desk;149.99;4
2117;2016-04-05;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;10
2118;2016-11-08;Rome;Khan Cabs;school and office equipment;pen;0.99;48
2119;2015-06-08;Krakow;Jeffries Logistics;school equipment;sponge;4.0;18
2120;2016-07-17;Cracow;Valley Coaches;school and office equipment;plasticine;2.99;263
2121;2015-08-05;Rome;Pearce Printing;furniture;swivel chair;69.0;7
2122;2015-06-09;London;Newbold Accountancy Services;school equipment;blackboard;590.0;2
2123;2017-01-01;Warszawa;Salisbury Promotions;furniture;desk;149.99;24
2124;2015-01-12;Berlin;Quality Boiler Repairs;furniture;desk;149.99;7
2125;2015-06-19;Rome;Khan Cabs;school and office equipment;punch;7.5;44
2126;2015-11-21;London;Newbold Accountancy Services;school equipment;sponge;4.0;84
2127;2016-11-12;Berlin;Billingham Workshops;school equipment;sponge;4.0;53
2128;2016-11-14;Barcelona;Rathbone Double Glazing;school and office equipment;pen;0.99;107
2129;2015-05-13;Rome;Khan Cabs;furniture;desk;149.99;3
2130;2015-06-12;Berlin;Pringle Cycles;school and office equipment;punch;7.5;19
2131;2016-05-28;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;1
2132;2015-01-24;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;421
2133;2016-05-15;Krakow;Noakes Paper Products;furniture;desk;149.99;12
2134;2015-01-16;Berlin;Billingham Workshops;furniture;desk;149.99;1
2135;2015-02-08;Rome;Khan Cabs;school and office equipment;punch;7.5;34
2136;2016-05-12;Krakow;Noakes Paper Products;furniture;desk;149.99;2
2137;2017-02-12;Krakow;Grady Recycling;school equipment;blackboard;590.0;1
2138;2017-03-20;Cracow;Sterling Cameras;school equipment;sponge;4.0;148
2139;2016-10-26;Rome;Pearce Printing;school equipment;blackboard;590.0;1
2140;2015-10-03;Paris;Summit Cash & Carry;furniture;desk;149.99;5
2141;2017-04-08;Rome;Khan Cabs;school and office equipment;punch;7.5;3
2142;2015-06-25;Paris;Summit Cash & Carry;school and office equipment;pen;1.49;168
2143;2015-07-28;Barcelona;Riverside Off Road Vehicles;school equipment;sponge;4.0;323
2144;2015-06-02;London;Haddow Camping Supplies;furniture;desk;149.99;4
2145;2017-01-12;Paris;Summit Cash & Carry;school equipment;chalk;5.0;413
2146;2016-08-25;Cracow;Richards Textiles;school equipment;sponge;4.0;246
2147;2015-04-05;Berlin;Quality Boiler Repairs;school equipment;blackboard;590.0;2
2148;2017-03-24;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;1
2149;2015-08-05;Barcelona;Super Memorabilia;school and office equipment;pen;1.49;121
2150;2016-12-08;Paris;Wright Sporting Goods;school equipment;sponge;4.0;342
2151;2015-09-25;Cracow;Sterling Cameras;school equipment;sponge;4.0;278
2152;2014-12-26;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;6
2153;2014-12-05;Krakow;Jeffries Logistics;school and office equipment;pen;0.99;244
2154;2016-03-23;Rome;Khan Cabs;school equipment;blackboard;590.0;1
2155;2016-03-03;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;259
2156;2015-01-09;Paris;Wright Sporting Goods;school equipment;sponge;4.0;155
2157;2016-10-21;London;Newbold Accountancy Services;school equipment;chalk;5.0;95
2158;2015-03-30;London;Newbold Accountancy Services;furniture;desk;149.99;1
2159;2015-10-05;Paris;Wright Sporting Goods;furniture;desk;149.99;2
2160;2015-12-15;Warszawa;North Point Services;school and office equipment;punch;7.5;277
2161;2015-10-17;Warszawa;North Point Services;school equipment;blackboard;590.0;3
2162;2016-06-12;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;76
2163;2016-04-24;Krakow;Jeffries Logistics;school equipment;sponge;4.0;156
2164;2017-04-05;Rome;Khan Cabs;school and office equipment;punch;7.5;12
2165;2015-11-12;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;263
2166;2015-08-29;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;22
2167;2015-11-11;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;247
2168;2015-06-10;Krakow;Noakes Paper Products;furniture;desk;149.99;12
2169;2014-10-27;Warszawa;North Point Services;school and office equipment;punch;7.5;109
2170;2016-03-20;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;24
2171;2017-02-24;Warszawa;North Point Services;school and office equipment;pen;1.49;294
2172;2015-03-07;Warszawa;North Point Services;furniture;swivel chair;69.0;31
2173;2015-10-28;Paris;Wright Sporting Goods;furniture;desk;149.99;3
2174;2016-02-10;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;20
2175;2014-12-29;Warszawa;North Point Services;school and office equipment;plasticine;2.99;239
2176;2014-11-21;Krakow;Noakes Paper Products;furniture;desk;149.99;15
2177;2015-08-10;Rome;Pearce Printing;furniture;desk;149.99;2
2178;2016-04-09;London;Haddow Camping Supplies;furniture;swivel chair;69.0;21
2179;2015-02-23;Barcelona;Super Memorabilia;school and office equipment;punch;7.5;97
2180;2015-07-19;Cracow;Sterling Cameras;school equipment;chalk;5.0;187
2181;2015-08-13;Rome;Pearce Printing;furniture;swivel chair;69.0;3
2182;2015-03-26;Paris;Summit Cash & Carry;furniture;desk;149.99;14
2183;2016-12-20;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;2
2184;2017-02-15;Paris;Holt Packaging;furniture;swivel chair;69.0;11
2185;2017-04-18;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;13
2186;2016-08-20;London;Newbold Accountancy Services;school equipment;chalk;5.0;15
2187;2017-02-26;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;20
2188;2014-12-16;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;347
2189;2015-06-16;London;Newbold Accountancy Services;school and office equipment;punch;7.5;102
2190;2015-08-02;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;28
2191;2016-09-27;Warszawa;Salisbury Promotions;school and office equipment;pen;0.99;59
2192;2016-08-09;Warszawa;Salisbury Promotions;furniture;desk;149.99;1
2193;2015-10-17;Paris;Wright Sporting Goods;school equipment;chalk;5.0;194
2194;2017-01-08;Berlin;On Top Workshops;school and office equipment;punch;7.5;2
2195;2016-08-30;Berlin;Pringle Cycles;furniture;desk;149.99;3
2196;2015-01-19;Berlin;Quality Boiler Repairs;school and office equipment;punch;7.5;25
2197;2014-10-11;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;35
2198;2015-09-17;Paris;Summit Cash & Carry;school equipment;chalk;5.0;198
2199;2016-08-22;Paris;Summit Cash & Carry;furniture;desk;149.99;20
2200;2016-04-16;Cracow;Valley Coaches;furniture;desk;149.99;9
2201;2017-01-14;Krakow;Grady Recycling;furniture;swivel chair;69.0;3
2202;2017-01-17;Paris;Wright Sporting Goods;furniture;desk;149.99;9
2203;2017-03-13;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;22
2204;2016-07-20;Krakow;Jeffries Logistics;school equipment;sponge;4.0;31
2205;2016-11-19;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;484
2206;2016-03-08;London;Ashton Electronics;school and office equipment;punch;7.5;112
2207;2016-12-16;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;4
2208;2015-11-03;Berlin;On Top Workshops;school equipment;sponge;4.0;99
2209;2014-11-21;Barcelona;Rathbone Double Glazing;school and office equipment;pen;0.99;219
2210;2015-02-17;Berlin;Pringle Cycles;school equipment;sponge;4.0;149
2211;2015-07-09;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;187
2212;2016-08-31;Warszawa;North Point Services;school equipment;chalk;5.0;155
2213;2015-07-31;Warszawa;North Point Services;furniture;swivel chair;69.0;46
2214;2014-12-26;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;37
2215;2017-01-07;Warszawa;North Point Services;school and office equipment;pen;1.49;7
2216;2017-03-29;Berlin;Pringle Cycles;school equipment;chalk;5.0;86
2217;2017-04-28;London;Haddow Camping Supplies;furniture;desk;149.99;5
2218;2015-08-23;Berlin;On Top Workshops;furniture;desk;149.99;7
2219;2017-04-21;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;28
2220;2015-02-06;Paris;Wright Sporting Goods;furniture;desk;149.99;7
2221;2017-01-02;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;134
2222;2014-12-15;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;162
2223;2015-07-01;Berlin;Billingham Workshops;school equipment;blackboard;590.0;1
2224;2015-09-12;London;Ashton Electronics;furniture;swivel chair;69.0;22
2225;2016-12-16;Cracow;Grange Locksmiths;school and office equipment;pen;1.49;136
2226;2017-02-26;Paris;Holt Packaging;school and office equipment;pen;0.99;26
2227;2016-11-06;Cracow;Sterling Cameras;school and office equipment;pen;0.99;177
2228;2014-12-31;Paris;Holt Packaging;furniture;swivel chair;69.0;27
2229;2016-11-25;Rome;Pearce Printing;school and office equipment;pen;0.99;67
2230;2016-09-17;London;Newbold Accountancy Services;school and office equipment;pen;0.99;126
2231;2016-12-16;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;12
2232;2015-11-06;London;Haddow Camping Supplies;furniture;desk;149.99;12
2233;2015-02-28;London;Ashton Electronics;school and office equipment;plasticine;2.99;10
2234;2016-10-19;Warszawa;Salisbury Promotions;furniture;desk;149.99;15
2235;2015-09-29;Warszawa;North Point Services;school and office equipment;pen;1.49;355
2236;2014-12-01;Paris;Holt Packaging;school and office equipment;pen;1.49;308
2237;2015-08-31;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;146
2238;2014-11-07;Barcelona;Super Memorabilia;furniture;desk;149.99;4
2239;2016-05-04;Rome;Pearce Printing;school and office equipment;punch;7.5;4
2240;2015-12-26;London;Newbold Accountancy Services;school and office equipment;punch;7.5;101
2241;2016-01-03;Berlin;Pringle Cycles;school and office equipment;plasticine;2.99;143
2242;2017-04-16;Paris;Summit Cash & Carry;school equipment;chalk;5.0;288
2243;2015-10-08;Rome;Pearce Printing;furniture;desk;149.99;4
2244;2017-02-01;Paris;Wright Sporting Goods;school equipment;blackboard;590.0;3
2245;2014-12-11;Berlin;Billingham Workshops;school equipment;sponge;4.0;70
2246;2015-06-10;Cracow;Richards Textiles;furniture;desk;149.99;4
2247;2016-01-06;Berlin;On Top Workshops;school equipment;blackboard;590.0;2
2248;2017-02-28;Krakow;Grady Recycling;school equipment;blackboard;590.0;4
2249;2017-04-15;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;3
2250;2015-08-05;Cracow;Richards Textiles;school equipment;blackboard;590.0;3
2251;2017-03-16;Paris;Holt Packaging;furniture;swivel chair;69.0;14
2252;2015-05-05;Krakow;Grady Recycling;school equipment;chalk;5.0;224
2253;2015-07-03;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;3
2254;2016-02-05;London;Ashton Electronics;furniture;swivel chair;69.0;6
2255;2016-09-04;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;307
2256;2017-01-11;Rome;Khan Cabs;school equipment;chalk;5.0;80
2257;2017-03-09;Cracow;Valley Coaches;school and office equipment;plasticine;2.99;126
2258;2014-10-22;Barcelona;Super Memorabilia;school equipment;chalk;5.0;315
2259;2017-04-02;Berlin;Billingham Workshops;furniture;desk;149.99;4
2260;2016-03-11;Warszawa;North Point Services;school and office equipment;punch;7.5;215
2261;2014-12-20;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;10
2262;2017-02-17;Paris;Holt Packaging;furniture;desk;149.99;20
2263;2016-02-18;Cracow;Grange Locksmiths;school equipment;chalk;5.0;137
2264;2014-12-12;Warszawa;North Point Services;school equipment;blackboard;590.0;4
2265;2014-10-23;Paris;Holt Packaging;school equipment;sponge;4.0;276
2266;2016-08-24;London;Ashton Electronics;school and office equipment;punch;7.5;28
2267;2015-10-12;Cracow;Richards Textiles;furniture;desk;149.99;7
2268;2016-03-09;Cracow;Valley Coaches;school and office equipment;pen;0.99;7
2269;2015-10-20;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;8
2270;2017-04-16;Cracow;Richards Textiles;school and office equipment;pen;0.99;106
2271;2016-05-23;Cracow;Richards Textiles;furniture;desk;149.99;9
2272;2015-04-03;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;173
2273;2015-09-19;Krakow;Noakes Paper Products;school equipment;chalk;5.0;270
2274;2016-03-06;Paris;Holt Packaging;furniture;swivel chair;69.0;7
2275;2015-11-04;Berlin;Quality Boiler Repairs;school equipment;chalk;5.0;71
2276;2014-11-13;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;19
2277;2015-03-10;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;245
2278;2016-07-30;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;2
2279;2016-09-19;Warszawa;Salisbury Promotions;school and office equipment;pen;0.99;157
2280;2015-06-27;Warszawa;North Point Services;school equipment;blackboard;590.0;2
2281;2014-10-15;Krakow;Jeffries Logistics;furniture;desk;149.99;10
2282;2015-12-25;London;Newbold Accountancy Services;school equipment;chalk;5.0;104
2283;2016-07-13;Cracow;Valley Coaches;furniture;desk;149.99;9
2284;2014-11-01;London;Ashton Electronics;school equipment;sponge;4.0;256
2285;2016-06-12;London;Ashton Electronics;school equipment;sponge;4.0;214
2286;2015-11-10;Paris;Holt Packaging;school and office equipment;plasticine;2.99;138
2287;2017-04-12;Paris;Holt Packaging;school and office equipment;pen;1.49;75
2288;2015-03-12;Paris;Wright Sporting Goods;school equipment;sponge;4.0;364
2289;2017-02-10;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;22
2290;2015-09-07;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;126
2291;2015-03-28;Krakow;Jeffries Logistics;furniture;desk;149.99;11
2292;2016-02-07;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;14
2293;2017-04-15;Berlin;Billingham Workshops;school and office equipment;pen;0.99;85
2294;2017-01-01;Rome;Khan Cabs;school and office equipment;punch;7.5;12
2295;2015-05-07;Warszawa;North Point Services;school equipment;blackboard;590.0;4
2296;2017-02-07;Rome;Khan Cabs;furniture;desk;149.99;1
2297;2016-11-24;Cracow;Richards Textiles;school equipment;blackboard;590.0;1
2298;2016-09-19;Krakow;Grady Recycling;furniture;desk;149.99;8
2299;2017-04-09;Rome;Pearce Printing;furniture;desk;149.99;1
2300;2015-09-18;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;30
2301;2016-04-11;Berlin;Pringle Cycles;school and office equipment;plasticine;2.99;28
2302;2016-08-16;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;37
2303;2015-08-25;Barcelona;Super Memorabilia;school and office equipment;pen;0.99;297
2304;2016-06-10;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;5
2305;2015-12-02;Barcelona;On Time Kitchens;furniture;desk;149.99;11
2306;2015-07-15;Warszawa;North Point Services;school equipment;chalk;5.0;9
2307;2016-05-15;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;2
2308;2015-07-13;Cracow;Sterling Cameras;school equipment;blackboard;590.0;3
2309;2016-01-31;Barcelona;On Time Kitchens;furniture;swivel chair;69.0;32
2310;2016-03-22;Berlin;On Top Workshops;school and office equipment;punch;7.5;17
2311;2015-09-06;Berlin;Pringle Cycles;school equipment;chalk;5.0;143
2312;2015-05-24;Barcelona;On Time Kitchens;school and office equipment;plasticine;2.99;42
2313;2017-03-03;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;8
2314;2014-10-18;Berlin;Billingham Workshops;school and office equipment;punch;7.5;20
2315;2015-05-22;Rome;Khan Cabs;school equipment;sponge;4.0;51
2316;2017-04-15;Berlin;Pringle Cycles;furniture;swivel chair;69.0;13
2317;2016-10-13;London;Ashton Electronics;furniture;swivel chair;69.0;14
2318;2017-01-24;Cracow;Valley Coaches;school and office equipment;pen;1.49;170
2319;2015-12-27;Krakow;Jeffries Logistics;furniture;desk;149.99;10
2320;2016-02-16;Barcelona;On Time Kitchens;school equipment;chalk;5.0;302
2321;2016-06-11;Berlin;Billingham Workshops;school equipment;sponge;4.0;168
2322;2015-10-06;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;1
2323;2015-10-31;London;Ashton Electronics;school equipment;blackboard;590.0;3
